@relation os_identification

@attribute os_class string
@attribute os_name string
@attribute features string

@data
'Class 3Com | embedded || switch','switch','SEQ(SP=C-16%GCD=FA00|1F400|2EE00|3E800|4E200%ISR=97-A1%TI=I%II=RI%SS=S%TS=U)|OPS(O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4)|WIN(W1=2000%W2=2000%W3=2000%W4=2000%W5=2000%W6=2000)|ECN(R=Y%DF=N%T=FB-105%TG=FF%W=2000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=FB-105%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=FB-105%TG=FF%W=1FC4%S=O%A=O%F=A%O=%RD=0%Q=)|T4(R=Y%DF=N%T=FB-105%TG=FF%W=2000%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FB-105%TG=FF%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=0%RUD=G)|IE(DFI=S%T=FB-105%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=8C-96%GCD=1-6%ISR=92-9C%TI=I%II=RI%SS=O|S%TS=1)|OPS(O1=M5B4NW0NNT11%O2=M5B4NW0NNT11%O3=M5B4NW0NNT11%O4=M5B4NW0NNT11%O5=M5B4NW0NNT11%O6=M5B4NNT11)|WIN(W1=3908%W2=3908%W3=3908%W4=3908%W5=3908%W6=3908)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=3908%O=M5B4NW0%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=3B-45%TG=40%W=3908%S=O%A=S+%F=AS%O=M5B4NW0NNT11NNLLLLLLLLLL|M5B4NW0NNT11W2DW2DNNLLLL%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=S%T=3B-45%TG=40%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=90-A0%GCD=1-6%ISR=97-A1%TI=I%CI=I%II=I%SS=S%TS=1)|OPS(O1=M5A8NW0NNT11%O2=M5A8NW0NNT11%O3=M5A8NW0NNT11%O4=M5A8NW0NNT11%O5=M5A8NW0NNT11%O6=M5A8NNT11)|WIN(W1=43E0%W2=4110%W3=423C%W4=43E0%W5=4180%W6=403D)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=4470%O=M5B4NW0%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=3B-45%TG=40%W=403D%S=O%A=S+%F=AS%O=M5A8NW0NNT11%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=4000%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=0%RIPL=3401%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=S%T=FA-104%TG=FF%CD=S)'
'Class Allied Telesis | embedded || switch','switch','SEQ(SP=FD-10D%GCD=1-6%ISR=FA-112%TI=RD%CI=RD|RI%II=RI%TS=U)|OPS(O1=%O2=%O3=%O4=%O5=%O6=)|WIN(W1=100%W2=100%W3=100%W4=100%W5=100%W6=100)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=100%O=%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=3B-45%TG=40%W=100%S=O%A=S+%F=AS%O=%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=S%T=3B-45%TG=40%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=0-5%GCD=0%ISR=0-5%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M218%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M218%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=5493%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=0-5%GCD=0%ISR=0-5%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M59C%O2=M59C%O3=M59C%O4=M59C%O5=M59C%O6=M59C)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M59C%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M59C%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=>0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=0-5%GCD=0%ISR=0-5%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M218%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M218%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=B2D%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=0-5%GCD=1-6%ISR=0-5%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M59C%O2=M59C%O3=M59C%O4=M59C%O5=M59C%O6=M59C)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M59C%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M59C%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=>0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=0-5%GCD=0%ISR=0-5%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M218%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M218%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=BABA%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=1E-6A%GCD=1-6%ISR=4B-55%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M218%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M218%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=BABA%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=8E-98%GCD=1-6%ISR=92-9C%TI=I%CI=I%II=RI%SS=S%TS=1)|OPS(O1=M5B4NW0NNT11%O2=M5B4NW0NNT11%O3=M5B4NW0NNT11%O4=M5B4NW0NNT11%O5=M5B4NW0NNT11%O6=M5B4NNT11)|WIN(W1=2000%W2=2000%W3=2000%W4=2000%W5=2000%W6=2000)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=2000%O=M5B4NW0%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=3B-45%TG=40%W=2000%S=O%A=S+%F=AS%O=M5B4NW0NNT11NNLLLLLLLLLL|M5B4NW0NNT11NNLLLLLLLNLL%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=S%T=3B-45%TG=40%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=88-92%GCD=1-6%ISR=90-9A%TI=I%CI=I%II=RI%SS=O)|OPS(R=N)|WIN(R=N)|ECN(R=N)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=S%T=3B-45%TG=40%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=2E-50%GCD=1-8|5C|B8|114|170|1CC%ISR=4A-54%TI=I%II=I%SS=S%TS=U)|OPS(O1=M598%O2=M598%O3=M598%O4=M598%O5=M598%O6=M598)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M598%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M598%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=BABA%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=0-8D%GCD=1-6|8|10|18|20|28|58|B0|108|160|1B8%ISR=48-52%TI=I%II=I%SS=S%TS=U)|OPS(O1=M594%O2=M594%O3=M594%O4=M594%O5=M594%O6=M594)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M594%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M594%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=BABA%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=0-5%GCD=0%ISR=0-5%TI=I%II=I%SS=S%TS=U)|OPS(O1=M594%O2=M594%O3=M594%O4=M594%O5=M594%O6=M594)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M594%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M594%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=BABA%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=45-4F%GCD=1-6%ISR=4B-55%TI=I%II=I%SS=S%TS=U)|OPS(O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M218%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=N)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=N)|T7(R=N)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=BABA%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=FB-10D%GCD=1-6%ISR=107-111%TI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4)|WIN(W1=2000%W2=2000%W3=2000%W4=2000%W5=2000%W6=2000)|ECN(R=Y%DF=N%T=FB-105%TG=FF%W=2000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=FB-105%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=FB-105%TG=FF%W=1FC4%S=O%A=O%F=A%O=%RD=0%Q=)|T4(R=Y%DF=N%T=FB-105%TG=FF%W=2000%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FB-105%TG=FF%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=0%RUD=G)|IE(DFI=S%T=FB-105%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=B-1B%GCD=FA00|1F400|2EE00|3E800|4E200%ISR=96-A0%TI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4)|WIN(W1=2000%W2=2000%W3=2000%W4=2000%W5=2000%W6=2000)|ECN(R=Y%DF=N%T=FB-105%TG=FF%W=2000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=FB-105%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=FB-105%TG=FF%W=1FC4%S=O%A=O%F=A%O=%RD=0%Q=)|T4(R=N)|T5(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=N)|T7(R=N)|U1(DF=N%T=FB-105%TG=FF%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=0%RUD=G)|IE(DFI=S%T=FB-105%TG=FF%CD=S)'
'Class Huawei | VRP | 3.X | broadband router','broadband router','SEQ(SP=B-15%GCD=FA00|1F400|2EE00|3E800|4E200%ISR=97-A1%TI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4)|WIN(W1=2000%W2=2000%W3=2000%W4=2000%W5=2000%W6=2000)|ECN(R=Y%DF=N%T=FB-105%TG=FF%W=2000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=FB-105%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=FB-105%TG=FF%W=1FC4%S=O%A=O%F=A%O=%RD=0%Q=)|T4(R=Y%DF=N%T=FB-105%TG=FF%W=2000%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FB-105%TG=FF%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=FB-105%TG=FF%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=0%RUD=G)|IE(DFI=S%T=FB-105%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=0-5%GCD=0%ISR=0-5%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218)|WIN(W1=400%W2=400%W3=400%W4=400%W5=400%W6=400)|ECN(R=Y%DF=N%T=FA-104%TG=FF%W=400%O=M218%CC=N%Q=)|T1(R=Y%DF=N%T=FA-104%TG=FF%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T3(R=Y%DF=N%T=FA-104%TG=FF%W=400%S=O%A=S+%F=AS%O=M218%RD=0%Q=)|T4(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T5(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S+%F=APR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|T7(R=Y%DF=N%T=FA-104%TG=FF%W=0%S=A%A=S%F=APR%O=%RD=0%Q=)|U1(DF=N%T=FA-104%TG=FF%IPL=38%UN=99DF%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=FA-104%TG=FF%CD=S)'
'Class 3Com | embedded || switch','switch','SEQ(SP=B-15%GCD=FA00|1F400|2EE00|3E800|4E200%ISR=97-A1%TI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4)|WIN(W1=1000%W2=1000%W3=1000%W4=1000%W5=1000%W6=1000)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=1000%O=M5B4%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=3B-45%TG=40%W=1000%S=O%A=O%F=A%O=%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=1000%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=Z%RUCK=0%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
